Date,relacion mont/num,tc,montoSpei,numSpei
23/05/2021,"1,587",N/E,"3,473,861,859","2,189,500"
24/05/2021,"88,941",19.951,"429,513,221,964","4,829,186"
25/05/2021,"88,777",19.872,"422,114,865,064","4,754,773"
26/05/2021,"94,348",19.8903,"439,459,701,262","4,657,871"
27/05/2021,"100,040",19.8783,"507,224,402,793","5,070,220"
28/05/2021,"67,026",19.9487,"550,985,623,601","8,220,481"
29/05/2021,"2,772",N/E,"10,965,229,839","3,955,130"
30/05/2021,"1,692",N/E,"4,525,684,979","2,675,459"
31/05/2021,"71,693",19.9442,"580,650,059,186","8,099,170"
1/6/2021,"77,530",19.9213,"460,767,750,226","5,943,081"
2/6/2021,"82,426",19.8927,"402,417,237,044","4,882,190"
3/6/2021,"89,395",19.9277,"455,012,135,007","5,089,923"
4/6/2021,"73,018",20.0605,"475,328,715,080","6,509,741"
5/6/2021,"2,538",N/E,"8,837,397,264","3,482,659"
6/6/2021,"1,532",N/E,"3,311,027,856","2,161,729"
7/6/2021,"93,502",19.9328,"467,906,091,434","5,004,249"
8/6/2021,"101,738",19.797,"459,892,997,354","4,520,381"
9/6/2021,"93,617",19.7728,"422,074,939,469","4,508,510"
10/6/2021,"96,977",19.6897,"486,155,004,959","5,013,078"
11/6/2021,"76,719",19.7002,"481,821,133,750","6,280,345"
12/6/2021,"2,473",N/E,"8,495,537,023","3,435,757"
13/06/2021,"1,568",N/E,"3,653,721,855","2,330,379"
14/06/2021,"77,440",19.8823,"516,736,154,178","6,672,729"
15/06/2021,"63,260",19.9065,"493,416,409,628","7,799,766"
16/06/2021,"84,756",20.1235,"457,901,024,477","5,402,590"
17/06/2021,"96,910",20.0588,"529,290,450,659","5,461,666"
18/06/2021,"70,196",20.4292,"460,148,224,108","6,555,218"
19/06/2021,"2,356",N/E,"8,378,232,958","3,555,777"
20/06/2021,"1,465",N/E,"3,411,778,970","2,329,312"
21/06/2021,"98,132",20.7002,"500,180,957,864","5,097,032"
22/06/2021,"91,042",20.6,"412,441,375,336","4,530,232"
23/06/2021,"92,848",20.5712,"413,354,564,833","4,451,929"
24/06/2021,"96,494",20.2505,"454,458,775,706","4,709,694"
25/06/2021,"79,541",20.0483,"506,715,905,659","6,370,462"
26/06/2021,"2,557",N/E,"8,793,658,074","3,438,647"
27/06/2021,"1,528",N/E,"3,418,628,478","2,237,741"
28/06/2021,"101,243",19.793,"546,620,903,710","5,399,084"
29/06/2021,"81,281",19.8027,"522,422,727,261","6,427,385"
30/06/2021,"77,308",19.8157,"651,368,304,254","8,425,622"
1/7/2021,"74,680",19.9062,"485,991,842,661","6,507,685"
2/7/2021,"64,990",20.0368,"453,318,821,644","6,975,253"
3/7/2021,"2,361",N/E,"8,912,604,171","3,775,163"
4/7/2021,"1,583",N/E,"4,048,456,115","2,557,496"
5/7/2021,"75,964",19.8817,"423,909,532,438","5,580,423"
6/7/2021,"87,305",19.8532,"424,771,315,162","4,865,382"
7/7/2021,"85,863",19.9658,"413,583,169,016","4,816,794"
8/7/2021,"83,606",19.9915,"411,354,786,590","4,920,131"
9/7/2021,"68,279",20.007,"445,191,379,404","6,520,208"
10/7/2021,"2,442",N/E,"8,610,632,298","3,526,645"
11/7/2021,"1,537",N/E,"3,617,958,730","2,353,839"
12/7/2021,"95,392",19.88,"488,563,726,620","5,121,661"
13/07/2021,"86,340",19.8577,"439,911,170,794","5,095,088"
14/07/2021,"74,976",19.9988,"459,399,589,464","6,127,318"
15/07/2021,"57,463",19.8992,"483,720,677,750","8,417,965"
16/07/2021,"64,938",19.9412,"490,747,161,112","7,557,137"
17/07/2021,"2,440",N/E,"9,426,062,445","3,863,285"
18/07/2021,"1,539",N/E,"4,102,838,015","2,665,094"
19/07/2021,"103,477",19.8537,"555,648,478,714","5,369,787"
20/07/2021,"87,902",20,"425,482,837,356","4,840,437"
21/07/2021,"85,619",20.1348,"401,553,868,146","4,690,035"
22/07/2021,"84,968",20.1907,"413,160,834,636","4,862,528"
23/07/2021,"67,755",20.1812,"426,660,353,411","6,297,122"
24/07/2021,"2,475",N/E,"8,490,636,357","3,430,976"
25/07/2021,"1,521",N/E,"3,543,221,008","2,330,210"
26/07/2021,"96,862",20.0238,"488,796,457,093","5,046,320"
27/07/2021,"91,926",20.0245,"423,555,328,417","4,607,580"
28/07/2021,"93,588",19.977,"453,828,537,493","4,849,226"
29/07/2021,"89,478",19.9535,"558,192,949,070","6,238,333"
30/07/2021,"64,657",19.8448,"646,300,799,885","9,995,857"
31/07/2021,"2,856",N/E,"13,538,665,137","4,740,710"
1/8/2021,"1,740",N/E,"5,456,197,688","3,136,146"
2/8/2021,"82,385",19.8455,"514,199,828,579","6,241,451"
3/8/2021,"79,278",19.852,"419,103,352,542","5,286,481"
4/8/2021,"81,249",19.892,"408,516,431,916","5,027,956"
5/8/2021,"79,581",19.9547,"424,109,241,467","5,329,249"
6/8/2021,"61,422",19.9293,"405,679,880,752","6,604,807"
7/8/2021,"2,486",N/E,"8,320,952,512","3,347,058"
8/8/2021,"1,536",N/E,"3,964,773,394","2,580,551"
9/8/2021,"86,427",20.0037,"456,649,916,539","5,283,641"
10/8/2021,"81,023",20.0648,"404,760,191,138","4,995,646"
11/8/2021,"85,192",20.1038,"401,609,167,493","4,714,175"
12/8/2021,"82,367",19.953,"452,804,587,311","5,497,417"
13/08/2021,"52,433",19.8907,"503,396,826,872","9,600,827"
14/08/2021,"2,389",N/E,"10,992,066,476","4,602,047"
15/08/2021,"1,622",N/E,"5,483,468,042","3,380,029"
16/08/2021,"73,188",19.8603,"482,979,811,924","6,599,139"
17/08/2021,"86,961",19.8863,"471,017,768,376","5,416,402"
18/08/2021,"79,949",19.9912,"401,135,422,004","5,017,404"
19/08/2021,"80,033",20.0107,"402,196,610,943","5,025,383"
20/08/2021,"67,468",20.1175,"451,736,471,102","6,695,569"
21/08/2021,"2,432",N/E,"8,739,703,746","3,593,964"
22/08/2021,"1,506",N/E,"3,841,343,302","2,550,767"
23/08/2021,"87,260",20.402,"456,389,161,099","5,230,205"
24/08/2021,"86,916",20.3907,"414,097,924,732","4,764,319"
25/08/2021,"89,911",20.2967,"436,568,825,655","4,855,591"
26/08/2021,"89,048",20.2933,"476,129,148,573","5,346,879"
27/08/2021,"67,939",20.3522,"496,881,284,200","7,313,678"
28/08/2021,"2,580",N/E,"10,585,429,521","4,102,335"
29/08/2021,"1,604",N/E,"4,504,297,696","2,808,658"
30/08/2021,"66,701",20.2293,"519,631,502,735","7,790,495"
31/08/2021,"71,018",20.1403,"607,283,539,443","8,551,128"
1/9/2021,"67,435",20.0605,"440,936,855,971","6,538,710"
2/9/2021,"69,079",19.9615,"403,912,322,892","5,847,145"
3/9/2021,"61,187",19.9703,"434,955,972,511","7,108,594"
4/9/2021,"2,342",N/E,"9,414,021,237","4,019,045"
5/9/2021,"1,560",N/E,"4,447,489,891","2,851,123"
6/9/2021,"72,362",19.8992,"406,381,872,283","5,615,928"
7/9/2021,"83,275",19.8878,"409,983,181,347","4,923,230"
8/9/2021,"83,065",19.944,"388,402,610,802","4,675,884"
9/9/2021,"79,704",19.9383,"414,282,544,682","5,197,791"
10/9/2021,"63,091",19.9318,"447,598,451,871","7,094,503"
11/9/2021,"2,365",N/E,"9,209,230,971","3,894,544"
12/9/2021,"1,542",N/E,"2,559,235,843","1,659,343"
13/09/2021,"80,755",19.8717,"503,252,092,203","6,231,848"
14/09/2021,"64,169",19.8677,"455,878,898,830","7,104,394"
15/09/2021,"59,222",19.9035,"516,847,672,208","8,727,261"
16/09/2021,"2,294",N/E,"8,210,446,258","3,579,590"
17/09/2021,"70,192",19.9003,"528,471,384,340","7,528,987"
18/09/2021,"2,335",N/E,"9,470,702,238","4,055,467"
19/09/2021,"1,505",N/E,"4,200,240,028","2,790,006"
20/09/2021,"97,533",19.9853,"567,149,763,081","5,814,971"
21/09/2021,"80,262",20.1735,"401,781,347,296","5,005,894"
22/09/2021,"92,177",20.1438,"430,182,887,142","4,666,913"
23/09/2021,"79,026",20.0328,"402,842,744,690","5,097,592"
24/09/2021,"71,984",20.028,"487,924,776,271","6,778,269"
25/09/2021,"2,473",N/E,"9,320,926,826","3,768,852"
26/09/2021,"1,517",N/E,"3,904,230,412","2,574,395"
27/09/2021,"92,057",20.1118,"498,358,692,034","5,413,573"
28/09/2021,"88,658",20.1052,"485,159,570,822","5,472,248"
29/09/2021,"74,756",20.306,"518,007,217,901","6,929,270"
30/09/2021,"70,689",20.4977,"667,592,101,785","9,444,067"
1/10/2021,"65,267",20.5623,"559,510,631,700","8,572,644"
2/10/2021,"2,345",N/E,"10,740,604,053","4,579,568"
3/10/2021,"1,616",N/E,"5,055,292,758","3,128,203"
4/10/2021,"92,007",20.5103,"505,088,873,218","5,489,672"
5/10/2021,"73,161",20.5747,"421,971,441,138","5,767,692"
6/10/2021,"83,336",20.5818,"422,960,462,019","5,075,392"
7/10/2021,"78,920",20.6947,"431,535,689,455","5,468,027"
8/10/2021,"67,049",20.604,"474,434,565,305","7,075,964"
9/10/2021,"2,388",N/E,"9,380,618,551","3,928,833"
10/10/2021,"1,520",N/E,"4,307,792,387","2,833,328"
11/10/2021,"76,822",20.7293,"425,002,637,191","5,532,299"
12/10/2021,"86,450",20.8017,"431,635,568,525","4,992,882"
13/10/2021,"81,900",20.7767,"450,775,333,472","5,503,989"
14/10/2021,"67,482",20.6827,"488,326,068,683","7,236,430"
15/10/2021,"52,118",20.6075,"556,354,050,151","10,674,989"
16/10/2021,"2,286",N/E,"11,389,061,909","4,981,796"
17/10/2021,"1,548",N/E,"5,106,251,986","3,298,353"
18/10/2021,"83,923",20.4672,"522,999,404,086","6,231,871"
19/10/2021,"75,779",20.3587,"405,230,131,051","5,347,493"
20/10/2021,"86,309",20.2647,"445,224,133,866","5,158,468"
21/10/2021,"81,118",20.185,"441,462,888,951","5,442,264"
22/10/2021,"65,708",20.2643,"458,096,601,965","6,971,725"
23/10/2021,"2,465",N/E,"9,711,361,879","3,939,153"
24/10/2021,"1,505",N/E,"4,173,809,163","2,772,896"
25/10/2021,"85,000",20.1837,"484,826,758,577","5,703,854"
26/10/2021,"79,579",20.1897,"415,486,235,880","5,221,042"
27/10/2021,"82,410",20.1888,"448,642,583,179","5,444,046"
28/10/2021,"74,434",20.193,"502,884,095,633","6,756,152"
29/10/2021,"61,622",20.3255,"678,785,064,575","11,015,247"
30/10/2021,"3,007",N/E,"16,425,251,475","5,462,430"
31/10/2021,"1,882",N/E,"6,760,876,515","3,591,602"
1/11/2021,"76,685",20.5297,"524,336,578,921","6,837,526"
2/11/2021,"3,365",N/E,"13,725,051,684","4,078,953"
3/11/2021,"87,549",20.8598,"522,008,489,370","5,962,442"
4/11/2021,"75,185",20.8352,"451,526,299,474","6,005,532"
5/11/2021,"64,287",20.6242,"486,865,439,956","7,573,292"
6/11/2021,"2,452",N/E,"10,406,040,296","4,244,225"
7/11/2021,"1,563",N/E,"4,561,538,902","2,918,506"
8/11/2021,"85,112",20.3925,"495,873,301,855","5,826,109"
9/11/2021,"78,743",20.3265,"436,285,299,898","5,540,651"
10/11/2021,"74,836",20.2833,"456,642,735,473","6,101,897"
11/11/2021,"70,430",20.4702,"447,369,745,557","6,352,013"
12/11/2021,"51,913",20.4652,"525,544,698,068","10,123,504"
13/11/2021,"2,871",N/E,"15,948,597,318","5,554,637"
14/11/2021,"1,687",N/E,"6,017,808,719","3,567,386"
15/11/2021,"2,415",N/E,"12,220,309,277","5,060,536"
16/11/2021,"88,303",20.5072,"658,870,792,047","7,461,502"
17/11/2021,"88,626",20.8092,"539,341,012,498","6,085,608"
18/11/2021,"85,193",20.6912,"513,571,320,838","6,028,335"
19/11/2021,"66,246",20.7628,"494,600,279,855","7,466,079"
20/11/2021,"2,527",N/E,"10,809,035,791","4,277,556"
21/11/2021,"1,569",N/E,"4,750,950,607","3,028,661"
22/11/2021,"100,301",20.8283,"577,286,880,468","5,755,522"
23/11/2021,"83,075",20.9632,"443,067,103,218","5,333,322"
24/11/2021,"92,321",21.2107,"500,082,428,113","5,416,798"
25/11/2021,"72,240",21.4357,"422,613,566,641","5,850,146"
26/11/2021,"76,239",21.5462,"601,660,683,082","7,891,750"
27/11/2021,"2,665",N/E,"11,888,961,653","4,461,336"
28/11/2021,"1,641",N/E,"5,092,620,082","3,103,972"
29/11/2021,"79,905",21.8185,"649,560,723,696","8,129,213"
30/11/2021,"64,487",21.7333,"661,146,807,457","10,252,423"
1/12/2021,"68,468",21.4453,"527,756,227,080","7,708,061"
2/12/2021,"69,969",21.271,"495,747,939,449","7,085,239"
3/12/2021,"61,704",21.3033,"516,980,766,744","8,378,467"
4/12/2021,"2,548",N/E,"11,967,253,135","4,696,077"
5/12/2021,"1,674",N/E,"5,677,108,390","3,391,294"
6/12/2021,"85,922",21.4177,"577,987,898,959","6,726,917"
7/12/2021,"80,715",21.2047,"502,809,923,276","6,229,461"
8/12/2021,"78,608",21.0907,"488,379,156,460","6,212,882"
9/12/2021,"81,712",20.933,"531,624,633,375","6,506,114"
10/12/2021,"64,902",21.0328,"591,154,817,426","9,108,438"
11/12/2021,"2,752",N/E,"13,183,549,981","4,790,846"
12/12/2021,"1,706",N/E,"5,574,708,391","3,266,774"
13/12/2021,"83,582",20.8922,"602,861,132,619","7,212,850"
14/12/2021,"72,585",20.9383,"589,035,220,389","8,115,086"
15/12/2021,"63,264",21.165,"645,212,258,799","10,198,687"
16/12/2021,"80,571",21.2393,"679,130,458,142","8,428,919"
17/12/2021,"66,919",20.9238,"632,563,397,778","9,452,644"
18/12/2021,"2,891",N/E,"14,588,695,920","5,045,444"
19/12/2021,"1,836",N/E,"6,276,526,772","3,417,783"
20/12/2021,"86,417",20.7337,"663,589,446,594","7,678,897"
21/12/2021,"77,884",20.7363,"513,953,520,917","6,598,934"
22/12/2021,"79,755",20.7823,"523,941,184,977","6,569,372"
23/12/2021,"77,656",20.7527,"574,273,127,180","7,395,131"
24/12/2021,"64,024",20.6582,"364,376,635,021","5,691,236"
25/12/2021,"1,831",N/E,"3,763,246,963","2,055,173"
26/12/2021,"1,776",N/E,"4,671,502,632","2,630,386"
27/12/2021,"91,515",20.6112,"515,816,280,332","5,636,398"
28/12/2021,"84,342",20.6828,"478,544,149,629","5,673,873"
29/12/2021,"83,235",20.577,"521,146,834,743","6,261,126"
30/12/2021,"72,521",20.5835,"618,107,157,439","8,523,137"
31/12/2021,"79,161",20.5157,"564,014,713,373","7,124,912"
1/1/2022,"2,236",N/E,"5,714,915,388","2,556,380"
2/1/2022,"1,950",N/E,"6,494,280,673","3,330,065"
3/1/2022,"80,769",20.4672,"521,151,422,401","6,452,339"
4/1/2022,"67,447",20.589,"393,241,016,677","5,830,330"
5/1/2022,"67,739",20.4742,"411,315,439,043","6,072,044"
6/1/2022,"68,793",20.3977,"399,554,529,092","5,808,086"
7/1/2022,"64,233",20.4588,"450,791,341,596","7,018,106"
8/1/2022,"2,518",N/E,"10,252,454,060","4,071,627"
9/1/2022,"1,607",N/E,"4,818,199,776","2,998,677"
10/1/2022,"89,272",20.4237,"539,584,816,978","6,044,264"
11/1/2022,"90,867",20.4453,"467,256,607,026","5,142,194"
12/1/2022,"84,249",20.3785,"439,182,476,972","5,212,937"
13/01/2022,"72,540",20.366,"472,874,597,607","6,518,784"
14/01/2022,"61,888",20.3607,"651,658,206,407","10,529,654"
15/01/2022,"2,423",N/E,"14,107,045,355","5,823,069"
16/01/2022,"1,647",N/E,"6,297,776,951","3,823,692"
17/01/2022,"85,087",20.3118,"584,336,926,803","6,867,532"
18/01/2022,"76,414",20.3002,"433,411,797,992","5,671,925"
19/01/2022,"74,169",20.403,"403,429,427,541","5,439,325"
20/01/2022,"78,332",20.46,"446,918,529,753","5,705,409"
21/01/2022,"65,891",20.4507,"463,663,213,154","7,036,809"
22/01/2022,"2,453",N/E,"10,175,964,762","4,148,545"
23/01/2022,"1,552",N/E,"4,760,744,267","3,067,296"
24/01/2022,"81,484",20.4598,"467,622,449,795","5,738,844"
25/01/2022,"79,135",20.6308,"425,396,605,611","5,375,552"
26/01/2022,"80,873",20.6683,"424,686,447,144","5,251,293"
27/01/2022,"82,421",20.6415,"486,648,281,475","5,904,441"
28/01/2022,"58,110",20.7383,"548,463,294,572","9,438,369"
29/01/2022,"2,748",N/E,"14,002,777,651","5,095,181"
30/01/2022,"1,692",N/E,"6,143,359,453","3,629,917"
31/01/2022,"74,698",20.8597,"721,231,861,738","9,655,268"
1/2/2022,"66,792",20.6352,"487,231,425,312","7,294,744"
2/2/2022,"67,909",20.58,"427,781,460,774","6,299,314"
3/2/2022,"68,852",20.6003,"430,759,295,764","6,256,331"
4/2/2022,"60,686",20.5562,"479,127,760,207","7,895,201"
5/2/2022,"2,428",N/E,"10,709,090,547","4,410,053"
6/2/2022,"1,544",N/E,"4,933,802,059","3,196,160"
7/2/2022,"2,522",N/E,"10,133,145,996","4,018,130"
8/2/2022,"83,851",20.7325,"531,739,383,322","6,341,461"
9/2/2022,"82,849",20.6413,"459,995,874,970","5,552,216"
10/2/2022,"77,855",20.5008,"504,121,336,306","6,475,100"
11/2/2022,"67,889",20.4148,"539,366,607,077","7,944,816"
12/2/2022,"2,362",N/E,"11,242,110,361","4,759,297"
13/02/2022,"1,493",N/E,"5,301,870,871","3,550,728"
14/02/2022,"69,306",20.4188,"567,030,261,581","8,181,524"
15/02/2022,"52,182",20.411,"511,794,312,148","9,807,906"
16/02/2022,"65,895",20.3992,"465,016,187,731","7,056,939"
17/02/2022,"76,717",20.3335,"510,180,649,432","6,650,154"
18/02/2022,"62,864",20.2978,"495,677,148,120","7,884,936"
19/02/2022,"2,370",N/E,"11,010,009,494","4,646,215"
20/02/2022,"1,491",N/E,"5,111,960,636","3,427,825"
21/02/2022,"74,725",20.3063,"466,390,004,893","6,241,455"
22/02/2022,"85,454",20.2825,"479,525,668,369","5,611,491"
23/02/2022,"87,501",20.2977,"470,423,384,691","5,376,198"
24/02/2022,"82,728",20.2435,"518,657,521,852","6,269,460"
25/02/2022,"66,089",20.6525,"622,502,637,296","9,419,151"
26/02/2022,"2,814",N/E,"14,568,220,919","5,176,795"
27/02/2022,"1,691",N/E,"6,355,157,119","3,757,432"
28/02/2022,"69,974",20.4465,"791,435,519,229","11,310,398"
1/3/2022,"61,866",20.4257,"500,098,781,135","8,083,529"
2/3/2022,"64,715",20.5272,"443,972,717,800","6,860,455"
3/3/2022,"66,908",20.7193,"454,434,469,474","6,791,977"
4/3/2022,"58,675",20.7033,"490,315,944,760","8,356,502"
5/3/2022,"2,429",N/E,"12,205,750,167","5,025,649"
6/3/2022,"1,554",N/E,"5,438,585,035","3,500,771"
7/3/2022,"79,617",20.9262,"526,319,054,064","6,610,604"
8/3/2022,"81,195",21.1947,"466,046,251,796","5,739,858"
9/3/2022,"81,152",21.3775,"450,022,122,220","5,545,409"
10/3/2022,"74,553",20.9677,"490,916,305,407","6,584,808"
11/3/2022,"70,062",20.9743,"564,935,603,026","8,063,388"
12/3/2022,"2,499",N/E,"12,032,686,006","4,814,581"
13/03/2022,"1,536",N/E,"5,355,946,046","3,486,523"
14/03/2022,"68,664",20.9695,"576,461,983,103","8,395,445"
15/03/2022,"50,850",20.8908,"518,241,705,797","10,191,534"
16/03/2022,"70,413",20.8743,"513,445,808,852","7,291,942"
17/03/2022,"81,475",20.7035,"566,783,141,489","6,956,519"
18/03/2022,"67,353",20.5585,"568,450,868,835","8,439,824"
19/03/2022,"2,436",N/E,"11,542,049,823","4,738,667"
20/03/2022,"1,506",N/E,"5,043,021,572","3,348,226"
21/03/2022,"2,247",N/E,"9,002,062,948","4,007,012"
22/03/2022,"94,236",20.4145,"610,131,860,603","6,474,479"
23/03/2022,"96,509",20.2782,"553,064,223,576","5,730,688"
24/03/2022,"80,414",20.18,"498,420,179,891","6,198,205"
25/03/2022,"73,200",20.1313,"597,888,167,806","8,167,919"
26/03/2022,"2,488",N/E,"11,706,695,512","4,706,183"
27/03/2022,"1,516",N/E,"5,189,181,010","3,424,025"
28/03/2022,"84,257",19.9577,"562,924,748,345","6,681,061"
29/03/2022,"86,387",20.1195,"571,762,520,339","6,618,642"
30/03/2022,"68,983",19.9942,"606,391,503,672","8,790,476"
31/03/2022,"75,432",19.8632,"786,227,984,281","10,423,072"
1/4/2022,"52,303",19.9112,"512,132,673,832","9,791,666"
2/4/2022,"2,305",N/E,"12,836,378,017","5,569,004"
3/4/2022,"1,597",N/E,"6,226,045,669","3,897,606"
4/4/2022,"70,444",19.8432,"515,826,166,687","7,322,526"
5/4/2022,"66,596",19.7443,"447,146,836,028","6,714,312"
6/4/2022,"72,688",19.9012,"462,552,589,187","6,363,559"
7/4/2022,"71,149",20.0665,"485,320,286,000","6,821,204"
8/4/2022,"58,669",20.1605,"516,848,484,965","8,809,501"
9/4/2022,"2,470",N/E,"12,438,026,156","5,034,697"
10/4/2022,"1,589",N/E,"5,663,067,242","3,563,833"
11/4/2022,"81,096",20.12,"555,398,569,745","6,848,631"
12/4/2022,"74,891",20.0093,"527,619,999,936","7,045,183"
13/04/2022,"54,748",19.8407,"630,238,320,157","11,511,542"
14/04/2022,"2,939",N/E,"16,838,804,554","5,729,223"
15/04/2022,"2,109",N/E,"10,264,168,054","4,867,952"
16/04/2022,"1,787",N/E,"7,438,558,877","4,162,222"
17/04/2022,"1,583",N/E,"5,609,334,361","3,543,337"
18/04/2022,"88,883",19.7967,"682,340,453,574","7,676,861"
19/04/2022,"72,127",19.9377,"459,060,022,222","6,364,615"
20/04/2022,"73,808",20.0447,"458,788,746,060","6,215,957"
21/04/2022,"73,325",20.0383,"478,905,816,323","6,531,285"
22/04/2022,"63,387",20.1802,"510,220,249,528","8,049,237"
23/04/2022,"2,386",N/E,"11,627,132,781","4,872,368"
24/04/2022,"1,524",N/E,"5,357,867,723","3,516,315"
25/04/2022,"78,988",20.3183,"541,528,847,608","6,855,811"
26/04/2022,"77,752",20.2992,"468,710,428,721","6,028,250"
27/04/2022,"79,539",20.356,"506,830,376,777","6,372,088"
28/04/2022,"67,744",20.4707,"542,800,672,168","8,012,473"
29/04/2022,"62,676",20.567,"779,306,408,520","12,433,866"
30/04/2022,"2,805",N/E,"19,811,008,486","7,062,642"
1/5/2022,"1,879",N/E,"9,284,404,076","4,940,013"
2/5/2022,"66,019",20.3728,"558,513,964,792","8,459,860"
3/5/2022,"65,713",20.4075,"451,099,586,608","6,864,646"
4/5/2022,"71,421",20.335,"483,000,240,259","6,762,683"
5/5/2022,"63,343",20.2535,"465,196,830,032","7,344,071"
6/5/2022,"60,818",20.2218,"535,450,150,612","8,804,113"
7/5/2022,"2,326",N/E,"12,170,540,488","5,231,268"
8/5/2022,"1,500",N/E,"5,637,751,131","3,758,082"
9/5/2022,"67,276",20.1085,"512,086,660,961","7,611,749"
10/5/2022,"77,768",20.3172,"503,624,708,095","6,475,968"
11/5/2022,"77,179",20.372,"488,639,276,091","6,331,265"
12/5/2022,"74,645",20.2592,"555,697,437,584","7,444,497"
13/05/2022,"48,682",20.32,"604,384,055,138","12,414,947"
14/05/2022,"2,355",N/E,"15,135,132,136","6,425,545"
15/05/2022,"1,715",N/E,"8,523,961,829","4,970,364"
16/05/2022,"68,810",20.1443,"599,066,536,069","8,706,083"
17/05/2022,"73,845",20.0782,"522,450,502,615","7,074,970"
18/05/2022,"75,592",19.9637,"488,882,037,924","6,467,383"
19/05/2022,"70,196",19.9663,"478,320,483,200","6,814,041"
20/05/2022,"61,459",19.9267,"543,585,981,425","8,844,676"
21/05/2022,"2,319",N/E,"12,370,520,708","5,334,879"
22/05/2022,"1,511",N/E,"5,603,940,783","3,709,139"
23/05/2022,"79,651",19.8657,"546,675,871,122","6,863,403"
24/05/2022,"71,726",19.8282,"456,495,635,363","6,364,427"
25/05/2022,"76,791",19.887,"505,335,229,804","6,580,648"
26/05/2022,"72,945",19.8377,"516,055,936,423","7,074,546"
27/05/2022,"61,965",19.7933,"589,316,098,427","9,510,437"
28/05/2022,"2,475",N/E,"13,600,911,904","5,495,364"
29/05/2022,"1,665",N/E,"6,556,707,873","3,938,116"
30/05/2022,"56,021",19.5965,"560,454,418,787","10,004,313"
31/05/2022,"67,626",19.4953,"728,667,860,414","10,774,894"
1/6/2022,"67,747",19.694,"564,720,410,532","8,335,736"
2/6/2022,"62,253",19.7388,"478,641,174,889","7,688,665"
3/6/2022,"56,720",19.5585,"518,011,659,800","9,132,828"
4/6/2022,"2,341",N/E,"12,911,063,572","5,515,575"
5/6/2022,"1,549",N/E,"6,184,532,406","3,993,531"
6/6/2022,"70,361",19.5742,"512,417,018,285","7,282,692"
7/6/2022,"67,393",19.5547,"432,515,812,692","6,417,815"
8/6/2022,"72,838",19.5998,"459,901,935,477","6,314,078"
9/6/2022,"72,443",19.59,"481,491,607,953","6,646,521"
10/6/2022,"64,500",19.6128,"580,627,033,885","9,002,021"
11/6/2022,"2,298",N/E,"12,391,667,889","5,391,316"
12/6/2022,"1,593",N/E,"5,840,123,837","3,666,943"
13/06/2022,"85,175",19.9297,"604,843,659,362","7,101,209"
14/06/2022,"63,650",20.4527,"543,303,369,244","8,535,729"
15/06/2022,"56,386",20.6583,"600,591,221,034","10,651,459"
16/06/2022,"61,155",20.6675,"513,313,652,804","8,393,618"
17/06/2022,"62,247",20.5728,"585,690,017,164","9,409,096"
18/06/2022,"2,276",N/E,"12,910,697,660","5,671,748"
19/06/2022,"1,462",N/E,"5,518,339,353","3,775,342"
20/06/2022,"79,120",20.476,"568,203,614,227","7,181,506"
21/06/2022,"79,459",20.2442,"505,362,337,328","6,360,069"
22/06/2022,"75,124",20.1963,"471,925,121,424","6,281,937"
23/06/2022,"75,920",20.0465,"505,105,124,553","6,653,102"
24/06/2022,"67,543",20.0365,"580,563,792,088","8,595,503"
25/06/2022,"2,364",N/E,"12,190,844,445","5,155,963"
26/06/2022,"1,581",N/E,"5,773,218,456","3,651,894"
27/06/2022,"83,417",19.8707,"587,109,296,937","7,038,269"
28/06/2022,"99,260",19.8797,"698,190,811,475","7,033,948"
29/06/2022,"66,226",19.9847,"568,269,057,728","8,580,694"
30/06/2022,"60,976",20.1443,"734,710,610,945","12,049,218"
1/7/2022,"52,452",20.1335,"579,972,273,128","11,057,235"
2/7/2022,"2,290",N/E,"14,503,291,257","6,333,553"
3/7/2022,"1,599",N/E,"6,999,122,347","4,376,830"
4/7/2022,"59,392",20.3817,"478,612,679,148","8,058,505"
5/7/2022,"71,284",20.2877,"514,213,259,581","7,213,546"
6/7/2022,"77,945",20.5598,"524,726,922,080","6,731,972"
7/7/2022,"71,187",20.7228,"506,789,106,981","7,119,120"
8/7/2022,"58,047",20.6022,"520,725,727,946","8,970,703"
9/7/2022,"2,379",N/E,"12,748,249,841","5,359,313"
10/7/2022,"1,576",N/E,"6,154,271,728","3,904,775"
11/7/2022,"76,707",20.4423,"535,815,128,400","6,985,257"
12/7/2022,"74,071",20.7473,"480,534,137,108","6,487,511"
13/07/2022,"69,761",20.7882,"491,219,168,883","7,041,464"
14/07/2022,"60,627",20.7613,"553,206,981,156","9,124,749"
15/07/2022,"49,021",20.9415,"646,706,922,057","13,192,331"
16/07/2022,"2,266",N/E,"15,213,342,534","6,713,873"
17/07/2022,"1,578",N/E,"6,968,272,259","4,416,908"
18/07/2022,"79,813",20.611,"626,770,523,883","7,853,003"
19/07/2022,"70,780",20.3957,"471,750,477,201","6,664,992"
20/07/2022,"73,428",20.4407,"500,395,953,717","6,814,792"
21/07/2022,"66,595",20.4913,"466,292,663,705","7,001,876"
22/07/2022,"57,197",20.6562,"492,866,571,093","8,616,984"
23/07/2022,"2,424",N/E,"12,762,619,336","5,265,072"
24/07/2022,"1,584",N/E,"5,937,574,313","3,747,893"
